AP_TYPE,Name of Access Point,Office Type:,AP_Attached_Facility,Attach_Facility Name,Street Address,City or town,CHIEFDOM_N,REGION,DISTRICT,Products Offered,Services offered,Status,Agent Code/ Branch Code,Longitude,Lattitude,Photo
Mobile Money,Afrimoney,Retailer Agent,,,Regent,Freetown,MOUNTAIN RURAL,WESTERN,WESTERN RURAL,,,,77428229,-13.2179,8.43489,
Mobile Money,Afrimoney,Retailer Agent,,,Regent Park,Regent,MOUNTAIN RURAL,WESTERN,WESTERN RURAL,,,,77428229,-13.21789,8.43477,
Mobile Money,Afrimoney,Retailer Agent,,,Regent Car Park,Freetown,MOUNTAIN RURAL,WESTERN,WESTERN RURAL,,,,77307053,-13.21787,8.43485,
Mobile Money,Afrimoney,Retailer Agent,,,Regent Village,Freetown,MOUNTAIN RURAL,WESTERN,WESTERN RURAL,,,,99540806,-13.21748,8.43583,
Mobile Money,Afrimoney,Retailer Agent,,,Joe Town Gluster,Freetown,MOUNTAIN RURAL,WESTERN,WESTERN RURAL,,,,30115736,-13.21729,8.45066,
Mobile Money,Afrimoney,Retailer Agent,,,1 Leigh Drive Regent,Freetown,MOUNTAIN RURAL,WESTERN,WESTERN RURAL,,,,88475248,-13.21099,8.43308,
Mobile Money,Afrimoney,Retailer Agent,,,Leigh Drive Regent,Regent,MOUNTAIN RURAL,WESTERN,WESTERN RURAL,,,,88475248,-13.20991,8.43241,
Mobile Money,Afrimoney,Retailer Agent,,,Motaim,Freetown,MOUNTAIN RURAL,WESTERN,WESTERN RURAL,,,,77264098,-13.18925,8.41803,
Mobile Money,Afrimoney,Retailer Agent,,,37 Prince William St,Kumaroh Town,NIMIKORO,EASTERN,KONO,,,,33638066,-11.15379,8.5998,
Mobile Money,Afrimoney,Retailer Agent,,,Kumoroh Town,Kumoroh,NIMIKORO,EASTERN,KONO,,,,30376942,-11.15348,8.59917,
Mobile Money,Afrimoney,Retailer Agent,,,Njebwema Town,,NIMIKORO,EASTERN,KONO,,,,30438107,-11.14722,8.63893,
Mobile Money,Afrimoney,Retailer Agent,,,Giama Nimkoro,Nimikoro Town,NIMIKORO,EASTERN,KONO,,,,77891431,-11.08994,8.55057,
Mobile Money,Afrimoney,Retailer Agent,,,Freetown Hiway Bumpeh,Bumpeh,NIMIKORO,EASTERN,KONO,,,,88100212,-11.08031,8.61037,
Mobile Money,Afrimoney,Retailer Agent,,,10 Deen St Yengema Town,Yengema,NIMIKORO,EASTERN,KONO,,,,33443771,-11.04574,8.62409,
Mobile Money,Afrimoney,Retailer Agent,,,Ngaiya Junction,"Ngaiya, Nimikoro Cheifdom",NIMIKORO,EASTERN,KONO,,,,30189737,-11.04171,8.60471,
Mobile Money,Afrimoney,Retailer Agent,,,Ngaya Jxn,Ngaya Community,NIMIKORO,EASTERN,KONO,,,,77896669,-11.04165,8.60456,
Mobile Money,Afrimoney,Retailer Agent,,,21 Yengrma Rd Kono,Koidu,NIMIKORO,EASTERN,KONO,,,,80264610,-11.041,8.60682,
Mobile Money,Afrimoney,Retailer Agent,,,1B Old Koidu Road Sswafeh,Sewafeh Town,NIMIYAMA,EASTERN,KONO,,,,77763218,-11.24447,8.5408,
Mobile Money,Afrimoney,Retailer Agent,,,06 Pabai Street,Sewafeh Town,NIMIYAMA,EASTERN,KONO,,,,99046245,-11.2444,8.54119,
Mobile Money,Afrimoney,Retailer Agent,,,Chief Compound,Sewafeh Town,NIMIYAMA,EASTERN,KONO,,,,33443558,-11.24415,8.54063,
Mobile Money,Afrimoney,Retailer Agent,,,Segbema,Kailahun,NJALUAHUN,EASTERN,KAILAHUN,,,,30662546,-10.95001,7.99646,
Mobile Money,Afrimoney,Retailer Agent,,,Gbap Town,Gbap Town,NONGOBA BULLOM,SOUTHERN,BONTHE,,,,33474773,-12.26388,7.37927,
Mobile Money,Afrimoney,Retailer Agent,,,Warff Rd,Gbap,NONGOBA BULLOM,SOUTHERN,BONTHE,,,,33061888,-12.26291,7.3756,
Mobile Money,Afrimoney,Retailer Agent,,,Mulaoma,Mulaoma,NONGOBA BULLOM,SOUTHERN,BONTHE,,,,33646476,-12.21865,7.4674,
Mobile Money,Afrimoney,Retailer Agent,,,Mayoloh Junction,Magburoka,PAKI MASABONG,NORTHERN,BOMBALI,,,,88832744,-11.95065,8.73442,
Mobile Money,Afrimoney,Master Agent,,,Mayoloh,Magburaka,PAKI MASABONG,NORTHERN,BOMBALI,,,,88832744,-11.95037,8.73447,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi,PANGA,SOUTHERN,PUJEHUN,,,,88434356,-11.8528,7.32033,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi Town,PANGA,SOUTHERN,PUJEHUN,,,,88434047,-11.85221,7.3203,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi,PANGA,SOUTHERN,PUJEHUN,,,,80383123,-11.85155,7.3199,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi,PANGA,SOUTHERN,PUJEHUN,,,,80383123,-11.85146,7.32008,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi,PANGA,SOUTHERN,PUJEHUN,,,,80383123,-11.85116,7.31977,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi,PANGA,SOUTHERN,PUJEHUN,,,,90407478,-11.85108,7.31963,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi,PANGA,SOUTHERN,PUJEHUN,,,,90407478,-11.85096,7.31976,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi,PANGA,SOUTHERN,PUJEHUN,,,,90407478,-11.85095,7.31979,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi,PANGA,SOUTHERN,PUJEHUN,,,,88434364,-11.85094,7.3198,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi Town,PANGA,SOUTHERN,PUJEHUN,,,,88434364,-11.85089,7.31973,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi,PANGA,SOUTHERN,PUJEHUN,,,,88434364,-11.85082,7.31968,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi,PANGA,SOUTHERN,PUJEHUN,,,,88434356,-11.85077,7.31972,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi,PANGA,SOUTHERN,PUJEHUN,,,,88434356,-11.85077,7.3197,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi Town,PANGA,SOUTHERN,PUJEHUN,,,,88434047,-11.85077,7.31971,
Mobile Money,Afrimoney,Retailer Agent,,,Gbondapi,Gbondapi Town,PANGA,SOUTHERN,PUJEHUN,,,,88434047,-11.85076,7.31967,
Mobile Money,Afrimoney,Retailer Agent,,,71 Fanadopo,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,90407480,-11.72915,7.3596,
Mobile Money,Afrimoney,Retailer Agent,,,Hill Station,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,80386090,-11.7262,7.36213,
Mobile Money,Afrimoney,Retailer Agent,,,38 Gbondapi Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,90407476,-11.72595,7.35971,
Mobile Money,Afrimoney,Retailer Agent,,,14 Tongay Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,90407485,-11.72591,7.36695,
Mobile Money,Afrimoney,Retailer Agent,,,Tongay Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,90407485,-11.72588,7.36688,
Mobile Money,Afrimoney,Retailer Agent,,,14 Tongay Road,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,90407485,-11.72586,7.36677,
Mobile Money,Afrimoney,Retailer Agent,,,59 Gondapi Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,88444186,-11.72571,7.35841,
Mobile Money,Afrimoney,Retailer Agent,,,Growth Centre,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,77928897,-11.72566,7.35682,
Mobile Money,Afrimoney,Retailer Agent,,,Growth Center,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,77929089,-11.72564,7.35675,
Mobile Money,Afrimoney,Retailer Agent,,,Growth Center,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,77929089,-11.72563,7.3568,
Mobile Money,Afrimoney,Retailer Agent,,,Growth Center,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,77661913,-11.7256,7.35677,
Mobile Money,Afrimoney,Retailer Agent,,,Growth Center,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,77928897,-11.72553,7.35677,
Mobile Money,Afrimoney,Retailer Agent,,,Growth Center,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,88444186,-11.72553,7.35672,
Mobile Money,Afrimoney,Retailer Agent,,,Growth Center,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,77661913,-11.72551,7.3568,
Mobile Money,Afrimoney,Retailer Agent,,,Growth Center,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,77661913,-11.72546,7.35667,
Mobile Money,Afrimoney,Retailer Agent,,,21 Kaikai Street,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,80067672,-11.72546,7.35671,
Mobile Money,Afrimoney,Retailer Agent,,,Growth Center,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,77929089,-11.72544,7.35675,
Mobile Money,Afrimoney,Retailer Agent,,,19 Simpson Street,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,80642446,-11.72411,7.35875,
Mobile Money,Afrimoney,Retailer Agent,,,Tongue Road,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,80383421,-11.72329,7.35975,
Mobile Money,Afrimoney,Retailer Agent,,,28 Kpawama Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,80383421,-11.72326,7.35972,
Mobile Money,Afrimoney,Retailer Agent,,,Tongay Road,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,80383421,-11.72326,7.35972,
Mobile Money,Afrimoney,Retailer Agent,,,Hell Station,Pujenhun,PANGA,SOUTHERN,PUJEHUN,,,,33969674,-11.72294,7.35805,
Mobile Money,Afrimoney,Retailer Agent,,,Tongue Road,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,33969674,-11.72294,7.35812,
Mobile Money,Afrimoney,Retailer Agent,,,Hell Station,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,33969674,-11.72288,7.35804,
Mobile Money,Afrimoney,Retailer Agent,,,7 Matia Lane,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,30391461,-11.72275,7.35788,
Mobile Money,Afrimoney,Retailer Agent,,,11 Market Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,88444186,-11.72218,7.3568,
Mobile Money,Afrimoney,Retailer Agent,,,Market Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,99199222,-11.72215,7.35682,
Mobile Money,Afrimoney,Retailer Agent,,,Maine Stook Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,99820572,-11.72205,7.35751,
Mobile Money,Afrimoney,Retailer Agent,,,Stook Road,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,99801232,-11.72204,7.35748,
Mobile Money,Afrimoney,Retailer Agent,,,9 Market Road,Pujehu Town,PANGA,SOUTHERN,PUJEHUN,,,,88595313,-11.72202,7.35694,
Mobile Money,Afrimoney,Retailer Agent,,,9 Market Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,33207747,-11.72199,7.35687,
Mobile Money,Afrimoney,Retailer Agent,,,11A Market Road,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,88610640,-11.72199,7.35675,
Mobile Money,Afrimoney,Retailer Agent,,,Jah Street,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,88433988,-11.72199,7.35746,
Mobile Money,Afrimoney,Retailer Agent,,,9 C Market Road,Pujehu Town,PANGA,SOUTHERN,PUJEHUN,,,,33207747,-11.72199,7.35683,
Mobile Money,Afrimoney,Retailer Agent,,,7 Market Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,88610640,-11.72199,7.35683,
Mobile Money,Afrimoney,Retailer Agent,,,20 Simtin Street Pujenhun,Pujenhun,PANGA,SOUTHERN,PUJEHUN,,,,77705701,-11.72198,7.35751,
Mobile Money,Afrimoney,Retailer Agent,,,Market Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,99199222,-11.72198,7.35682,
Mobile Money,Afrimoney,Retailer Agent,,,21 Kanneh Street,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,99820572,-11.72197,7.35745,
Mobile Money,Afrimoney,Retailer Agent,,,Market Road,Pujenhun,PANGA,SOUTHERN,PUJEHUN,,,,33600585,-11.72197,7.35684,
Mobile Money,Afrimoney,Retailer Agent,,,Market Road,Pujenhun,PANGA,SOUTHERN,PUJEHUN,,,,99199222,-11.72197,7.35689,
Mobile Money,Afrimoney,Retailer Agent,,,Main Stook Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,77705701,-11.72197,7.35745,
Mobile Money,Afrimoney,Retailer Agent,,,9 Market Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,33600585,-11.72197,7.35681,
Mobile Money,Afrimoney,Retailer Agent,,,Main Stook Road,Pujehu,PANGA,SOUTHERN,PUJEHUN,,,,99820572,-11.72195,7.35741,
Mobile Money,Afrimoney,Retailer Agent,,,6C Market Road,Pujehu Town,PANGA,SOUTHERN,PUJEHUN,,,,33600585,-11.72194,7.35647,
Mobile Money,Afrimoney,Retailer Agent,,,Main Stook Road,Pujehu,PANGA,SOUTHERN,PUJEHUN,,,,77705701,-11.72194,7.35746,
Mobile Money,Afrimoney,Retailer Agent,,,32 Mansanta Sec.3 Kai,Pujenhun,PANGA,SOUTHERN,PUJEHUN,,,,88595313,-11.72194,7.35686,
Mobile Money,Afrimoney,Retailer Agent,,,Main Stook Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,99801232,-11.7219,7.35749,
Mobile Money,Afrimoney,Retailer Agent,,,8 Market Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,88595313,-11.72188,7.35672,
Mobile Money,Afrimoney,Retailer Agent,,,Bayama,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,33039109,-11.72164,7.35724,
Mobile Money,Afrimoney,Retailer Agent,,,8 Stock Road,Pujenhun,PANGA,SOUTHERN,PUJEHUN,,,,80767669,-11.72162,7.35703,
Mobile Money,Afrimoney,Retailer Agent,,,14 Jah Street,Pujehu,PANGA,SOUTHERN,PUJEHUN,,,,99235184,-11.72154,7.35712,
Mobile Money,Afrimoney,Retailer Agent,,,Stock Road Pujenhun Town,Pujenhun,PANGA,SOUTHERN,PUJEHUN,,,,99235184,-11.7215,7.35715,
Mobile Money,Afrimoney,Retailer Agent,,,Daduda Street Yonni,Pujenhun,PANGA,SOUTHERN,PUJEHUN,,,,88610640,-11.72149,7.35933,
Mobile Money,Afrimoney,Retailer Agent,,,Market Road,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,77928897,-11.72148,7.35663,
Mobile Money,Afrimoney,Retailer Agent,,,Pujehun Park,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,80384675,-11.72147,7.35747,
Mobile Money,Afrimoney,Retailer Agent,,,10 A Jah Section,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,33236683,-11.72147,7.35743,
Mobile Money,Afrimoney,Retailer Agent,,,Pujehu Park,Pujehu,PANGA,SOUTHERN,PUJEHUN,,,,80384675,-11.72141,7.35715,
Mobile Money,Afrimoney,Retailer Agent,,,6E Stook Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,99732455,-11.7214,7.35712,
Mobile Money,Afrimoney,Retailer Agent,,,1 Turay Street Pujenhun,Pujenhun,PANGA,SOUTHERN,PUJEHUN,,,,99732455,-11.72139,7.35712,
Mobile Money,Afrimoney,Master Agent,,,Stook Road,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,33162221,-11.72138,7.35725,
Mobile Money,Afrimoney,Retailer Agent,,,6 Stook Road,Pujehu Town,PANGA,SOUTHERN,PUJEHUN,,,,99732455,-11.72126,7.35652,
Mobile Money,Afrimoney,Retailer Agent,,,8C Stook Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,80767669,-11.72125,7.3571,
Mobile Money,Afrimoney,Retailer Agent,,,8C Stook Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,33434337,-11.72125,7.35702,
Mobile Money,Afrimoney,Retailer Agent,,,8C Stock Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,88434337,-11.72124,7.35447,
Mobile Money,Afrimoney,Retailer Agent,,,14 Jah Street,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,99235184,-11.72124,7.35447,
Mobile Money,Afrimoney,Retailer Agent,,,Kaikai Street,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,88434369,-11.72124,7.35797,
Mobile Money,Afrimoney,Retailer Agent,,,20 Kaikai Street,Pujehu Town,PANGA,SOUTHERN,PUJEHUN,,,,88085672,-11.72123,7.35792,
Mobile Money,Afrimoney,Retailer Agent,,,8 Stook Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,33162221,-11.72121,7.35702,
Mobile Money,Afrimoney,Retailer Agent,,,21 Kaikai Street,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,88434369,-11.7212,7.35797,
Mobile Money,Afrimoney,Retailer Agent,,,Kai Kai Street,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,88434369,-11.72118,7.35793,
Mobile Money,Afrimoney,Retailer Agent,,,8C Stock Road,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,88434337,-11.72117,7.35443,
Mobile Money,Afrimoney,Retailer Agent,,,20 Kaikai St,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,88085672,-11.72117,7.35797,
Mobile Money,Afrimoney,Retailer Agent,,,#20 Kaikai Street Pujenhun,Pujenhun,PANGA,SOUTHERN,PUJEHUN,,,,88085672,-11.72116,7.35797,
Mobile Money,Afrimoney,Retailer Agent,,,Main Stook Road,Pujehu Town,PANGA,SOUTHERN,PUJEHUN,,,,30463606,-11.72114,7.35692,
Mobile Money,Afrimoney,Retailer Agent,,,11 Stook Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,30460636,-11.7211,7.3571,
Mobile Money,Afrimoney,Retailer Agent,,,13A Stook Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,30460636,-11.7211,7.35716,
Mobile Money,Afrimoney,Retailer Agent,,,Stook Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,80767669,-11.71871,7.3564,
Mobile Money,Afrimoney,Retailer Agent,,,46 Stook Road,Pujehun,PANGA,SOUTHERN,PUJEHUN,,,,80383914,-11.71735,7.35722,
Mobile Money,Afrimoney,Retailer Agent,,,Stook Road,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,80383914,-11.71734,7.35722,
Mobile Money,Afrimoney,Retailer Agent,,,Stook Road,Pujehun Town,PANGA,SOUTHERN,PUJEHUN,,,,80383914,-11.7173,7.3572,
Mobile Money,Afrimoney,Retailer Agent,,,Dandabu,Dandabu,PANGA,SOUTHERN,PUJEHUN,,,,99801236,-11.686,7.47648,
Mobile Money,Afrimoney,Retailer Agent,,,Dandabu,Dandabu,PANGA,SOUTHERN,PUJEHUN,,,,99292656,-11.68582,7.47892,
Mobile Money,Afrimoney,Retailer Agent,,,00 Bo Roda,Dandabu,PANGA,SOUTHERN,PUJEHUN,,,,99292656,-11.68581,7.47886,
Mobile Money,Afrimoney,Retailer Agent,,,Dandabu,Dandabu,PANGA,SOUTHERN,PUJEHUN,,,,99292656,-11.68575,7.47889,
Mobile Money,Afrimoney,Retailer Agent,,,Dandabu,Dandabu,PANGA,SOUTHERN,PUJEHUN,,,,99801236,-11.68568,7.47655,
Mobile Money,Afrimoney,Retailer Agent,,,Dandabu,Dandabu,PANGA,SOUTHERN,PUJEHUN,,,,99801236,-11.68553,7.47663,
Mobile Money,Afrimoney,Retailer Agent,,,Pujehun Road,Gobaru Town,PANGA KRIM,SOUTHERN,PUJEHUN,,,,80384798,-11.7125,7.36126,
Mobile Money,Afrimoney,Retailer Agent,,,Pujehun Road,Gobaru,PANGA KRIM,SOUTHERN,PUJEHUN,,,,80384798,-11.71249,7.36123,
Mobile Money,Afrimoney,Retailer Agent,,,16B Pujehun Road,Gobaru,PANGA KRIM,SOUTHERN,PUJEHUN,,,,80384798,-11.71248,7.36124,
Mobile Money,Afrimoney,Retailer Agent,,,18 Yonni Road,Gobaru Town,PANGA KRIM,SOUTHERN,PUJEHUN,,,,80383467,-11.71032,7.36074,
Mobile Money,Afrimoney,Retailer Agent,,,14 Yonni Road,Pujehun Town,PANGA KRIM,SOUTHERN,PUJEHUN,,,,80384195,-11.7097,7.36165,
Mobile Money,Afrimoney,Retailer Agent,,,Yunni Road,Gobaru,PANGA KRIM,SOUTHERN,PUJEHUN,,,,80384195,-11.70966,7.36171,
Mobile Money,Afrimoney,Retailer Agent,,,14 Yonni Road,Gobaru,PANGA KRIM,SOUTHERN,PUJEHUN,,,,80384195,-11.70961,7.36168,
Mobile Money,Afrimoney,Retailer Agent,,,Yonni Road,Gobaru,PANGA KRIM,SOUTHERN,PUJEHUN,,,,80383467,-11.70916,7.36138,
Mobile Money,Afrimoney,Retailer Agent,,,18 Yonni Road,Gobaru,PANGA KRIM,SOUTHERN,PUJEHUN,,,,80383467,-11.70915,7.36138,
Mobile Money,Afrimoney,Retailer Agent,,,Borma Street,Futa Pejeh,PEJEH (FUTA PEJE),SOUTHERN,PUJEHUN,,,,33696778,-11.57428,7.56022,
Mobile Money,Afrimoney,Retailer Agent,,,Bo Road,Futa Peje,PEJEH (FUTA PEJE),SOUTHERN,PUJEHUN,,,,33696778,-11.57426,7.56041,
Mobile Money,Afrimoney,Retailer Agent,,,Bumma Road,Futa,PEJEH (FUTA PEJE),SOUTHERN,PUJEHUN,,,,33696778,-11.57423,7.56033,
Mobile Money,Afrimoney,Retailer Agent,,,Futa Pegeh,Futa Pegeh,PEJEH (FUTA PEJE),SOUTHERN,PUJEHUN,,,,90407466,-11.57417,7.56033,
Mobile Money,Afrimoney,Retailer Agent,,,Pejeh,Pejeh Town,PEJEH (FUTA PEJE),SOUTHERN,PUJEHUN,,,,90407466,-11.57414,7.56034,
Mobile Money,Afrimoney,Retailer Agent,,,1 Rotifunk Rodd,Braford,RIBBI,SOUTHERN,MOYAMBA,,,,77289117,-12.74646,8.29446,
Mobile Money,Afrimoney,Retailer Agent,,,Rofield Street,Kasirre,SAMU,NORTH WESTERN,KAMBIA,,,,88178790,-13.11507,8.93996,
Mobile Money,Afrimoney,Retailer Agent,,,Tefeya Town,Tefeya Town,SANDOR,EASTERN,KONO,,,,30436441,-11.21418,8.70516,
Mobile Money,Afrimoney,Retailer Agent,,,Tefeya Town,Kono,SANDOR,EASTERN,KONO,,,,99741795,-11.2111,8.70271,
Mobile Money,Afrimoney,Retailer Agent,,,Main Kaima Rd Yomandu,Yomandu,SANDOR,EASTERN,KONO,,,,30443660,-11.10511,8.74546,
Mobile Money,Afrimoney,Retailer Agent,,,Kamakwie Park,Kamakwie,SELLA LIMBA,NORTH WESTERN,KARENE,,,,88868881,-12.24284,9.49696,
Mobile Money,Afrimoney,Retailer Agent,,,Kamakwie I,Kamakwie,SELLA LIMBA,NORTH WESTERN,KARENE,,,,80184782,-12.24044,9.49729,
Mobile Money,Afrimoney,Retailer Agent,,,Kamakwie 1,Kamakwie,SELLA LIMBA,NORTH WESTERN,KARENE,,,,33735609,-12.24042,9.49729,
Mobile Money,Afrimoney,Retailer Agent,,,Kamakwie 1,Kamakwie,SELLA LIMBA,NORTH WESTERN,KARENE,,,,77588342,-12.24037,9.4971,
Mobile Money,Afrimoney,Retailer Agent,,,10 Lagoonda Market,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,77888641,-11.55396,9.59109,
Mobile Money,Afrimoney,Retailer Agent,,,17 Balansama Street,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,77888641,-11.55386,9.59104,
Mobile Money,Afrimoney,Retailer Agent,,,136 Old Makeni Road,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,88109274,-11.55346,9.59078,
Mobile Money,Afrimoney,Retailer Agent,,,Good,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,88969634,-11.55344,9.59072,
Mobile Money,Afrimoney,Retailer Agent,,,6 Musaia Road,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,88939634,-11.55341,9.59068,
Mobile Money,Afrimoney,Retailer Agent,,,32 Musaia Road,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,33616078,-11.55224,9.59592,
Mobile Money,Afrimoney,Retailer Agent,,,82 Musaia Road,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,77999102,-11.55067,9.59531,
Mobile Money,Afrimoney,Retailer Agent,,,84 Musaua Road,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,77999102,-11.55063,9.59554,
Mobile Money,Afrimoney,Retailer Agent,,,Cow Yard,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,90616515,-11.55057,9.59594,
Mobile Money,Afrimoney,Retailer Agent,,,Old Cow Yard,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,33161423,-11.55057,9.59581,
Mobile Money,Afrimoney,Retailer Agent,,,Old Cow Yard,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,77539305,-11.55057,9.59596,
Mobile Money,Afrimoney,Retailer Agent,,,15 Cow Yard Road,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,77539305,-11.55056,9.59599,
Mobile Money,Afrimoney,Retailer Agent,,,10 Cow Yard Road,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,33161423,-11.5505,9.59584,
Mobile Money,Afrimoney,Retailer Agent,,,13Cow Yard,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,30161423,-11.55049,9.59583,
Mobile Money,Afrimoney,Retailer Agent,,,56 Bilimaya Road,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,77576283,-11.54436,9.59291,
Mobile Money,Afrimoney,Retailer Agent,,,65 Sedon Place Bilimaya,Kabala,SENGBE,NORTHERN,KOINADUGU,,,,88199368,-11.54428,9.59291,
Mobile Money,Afrimoney,Retailer Agent,,,Tihun,Tihun,SOGBENI,SOUTHERN,BONTHE,,,,99881926,-12.08815,7.56308,
Mobile Money,Afrimoney,Retailer Agent,,,Sulima,Sulima,SORO GBEMA,SOUTHERN,PUJEHUN,,,,77929176,-11.57629,6.96897,
Mobile Money,Afrimoney,Retailer Agent,,,Solima,Solima,SORO GBEMA,SOUTHERN,PUJEHUN,,,,30396442,-11.576,6.9694,
Mobile Money,Afrimoney,Retailer Agent,,,Jendema,Jendema,SORO GBEMA,SOUTHERN,PUJEHUN,,,,80359467,-11.38275,7.02044,
Mobile Money,Afrimoney,Retailer Agent,,,Jendema,Jedenma,SORO GBEMA,SOUTHERN,PUJEHUN,,,,88434640,-11.38248,7.01973,
Mobile Money,Afrimoney,Retailer Agent,,,Jendema,Jendema,SORO GBEMA,SOUTHERN,PUJEHUN,,,,99280546,-11.38245,7.02026,
Mobile Money,Afrimoney,Retailer Agent,,,Jendema,Jendema,SORO GBEMA,SOUTHERN,PUJEHUN,,,,90339476,-11.38245,7.02026,
Mobile Money,Afrimoney,Retailer Agent,,,Jendema,Jendema,SORO GBEMA,SOUTHERN,PUJEHUN,,,,88434640,-11.38245,7.01978,
